Year,News,VAAC,Total
2008,6,0,6
2009,3,0,3
2010,9,0,9
2011,7,0,7
2012,18,0,18
2013,8,0,8
2014,12,0,12
2016,9,8,17
2017,39,77,116
2018,3,0,3
2019,15,24,39
2020,6,32,38
2022,30,92,122
2023,20,57,77
2024,15,54,69
