Year,News,VAAC,Total
2008,16,0,16
2009,8,0,8
2010,3,0,3
2011,1,0,1
2013,38,5,43
2014,18,3,21
2015,88,2,90
2016,77,218,295
2017,30,124,154
2018,1,0,1
2019,11,3,14
2022,1,0,1
2023,1,0,1
