Year,News,VAAC,Total
2009,15,0,15
2010,2,0,2
2016,6,4,10
2017,53,24,77
2018,46,501,547
2019,51,129,180
2020,68,264,332
2021,52,97,149
2022,33,151,184
2023,63,141,204
2024,48,103,151
