Year,News,VAAC,Total
2008,16,0,16
2009,8,0,8
2010,8,0,8
2011,45,0,45
2012,61,0,61
2013,80,74,154
2014,69,0,69
2015,45,0,45
2016,36,1,37
2017,29,38,67
2018,28,13,41
2019,36,89,125
2020,34,51,85
2021,139,281,420
2022,46,30,76
2023,45,25,70
2024,58,51,109
