Year,News,VAAC,Total
2008,3,0,3
2009,11,0,11
2010,15,0,15
2011,7,0,7
2012,18,0,18
2013,11,9,20
2015,9,0,9
2016,18,4,22
2017,11,49,60
2018,10,253,263
2019,8,350,358
2020,38,1340,1378
2021,32,1147,1179
2022,30,1414,1444
2023,29,975,1004
2024,23,674,697
