Year,News,VAAC,Total
2008,61,0,61
2009,56,0,56
2010,55,0,55
2011,53,0,53
2012,95,5,100
2013,99,151,250
2014,85,93,178
2015,77,0,77
2016,65,400,465
2017,58,779,837
2018,51,123,174
2019,61,807,868
2020,58,99,157
2021,63,214,277
2022,63,442,505
2023,73,431,504
2024,55,206,261
